N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
45399|LABORATORIO LKM S.A.|VINCRISTINA LKM 1|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$51,778.00|0|0|0|0|0|0|0|07795367054539|VINCRISTINA SULFATO 1 MG / FRASCO AMPOLLA |[['VINCRISTINA SULFATO', '1', 'MG / FRASCO AMPOLLA']]
46670|LABORATORIO LKM S.A.|EXELON PARCHE 10|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$55,549.80|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07798011832682|RIVASTIGMINA 18 MG / 10 CM2 |[['RIVASTIGMINA', '18', 'MG / 10 CM2']]
46670|LABORATORIO LKM S.A.|EXELON PARCHE 5|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$55,549.80|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07798011832675|RIVASTIGMINA 9 MG / 5 CM2 |[['RIVASTIGMINA', '9', 'MG / 5 CM2']]
43393|LABORATORIO LKM S.A.|LEUCOCALCIN 15|COMPRIMIDO| ENVASE por 10 UNIDADES |$58,548.00|0|0|0|0|0|0|0|07795367001502|LEUCOVORINA (COMO LEUCOVORINA CALCICA) 15 MG |[['LEUCOVORINA (COMO LEUCOVORINA CALCICA)', '15', 'MG']]
46670|LABORATORIO LKM S.A.|EXELON PARCHE 15|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$60,428.40|0|0|0|0|0|0|0|07798011832699|RIVASTIGMINA 27 MG / 15 CM2 |[['RIVASTIGMINA', '27', 'MG / 15 CM2']]
39236|LABORATORIO LKM S.A.|CICLOFOSFAMIDA LKM 1000|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$60,944.00|0|0|0|0|0|0|0|07795367000864|CICLOFOSFAMIDA 1000 MG |[['CICLOFOSFAMIDA', '1000', 'MG']]
46514|LABORATORIO LKM S.A.|SALOFALK|SUPOSITORIO| ENVASE por 30 UNIDADES |$63,843.30|0|0|0|0|0|0|0|07798011830305|MESALAZINA 500 MG |[['MESALAZINA', '500', 'MG']]
38887|LABORATORIO LKM S.A.|CISPLATINO LKM 50|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$65,728.00|0|0|0|0|0|0|0|07795367000024|CISPLATINO 50 MG / 50 ML |[['CISPLATINO', '50', 'MG / 50 ML']]
46177|LABORATORIO LKM S.A.|URSOFALK|CAPSULA DURA| BLISTER por 100 UNIDADES |$66,847.80|0|0|0|0|0|0|0|07798011830336|ACIDO URSODESOXICOLICO 250 MG |[['ACIDO URSODESOXICOLICO', '250', 'MG']]
49174|LABORATORIO LKM S.A.|IDARRUBICINA DOSA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 5 MG |$68,660.00|0|0|0|0|0|0|0|07795367551052|IDARUBICINA CLORHIDRATO 5 MG |[['IDARUBICINA CLORHIDRATO', '5', 'MG']]
39143|LABORATORIO LKM S.A.|DOXOCRIS 50|POLVO LIOFILIZADO PARA INYECTABLE|1 ENVASE por 50 MG |$69,974.00|0|0|0|0|0|0|0|07795367000123|DOXORUBICINA CLORHIDRATO 50 MG / FRASCO AMPOLLA |[['DOXORUBICINA CLORHIDRATO', '50', 'MG / FRASCO AMPOLLA']]
45652|LABORATORIO LKM S.A.|GESTREDOS 200|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$71,119.00|0|0|0|0|0|0|0|07795367054898|GEMCITABINA (COMO CLORHIDRATO) 200 MG / FRASCO AMPOLLA |[['GEMCITABINA (COMO CLORHIDRATO)', '200', 'MG / FRASCO AMPOLLA']]
46177|LABORATORIO LKM S.A.|URSOFALK|COMPRIMIDO RECUBIERTO|1 ENVASE por 50 UNIDADES |$73,206.60|0|0|0|0|0|0|0|07798011830572|ACIDO URSODESOXICOLICO 500 MG |[['ACIDO URSODESOXICOLICO', '500', 'MG']]
46177|LABORATORIO LKM S.A.|URSOFALK|SUSPENSION ORAL|1 FRASCO por 250 ML |$74,630.70|0|0|0|0|0|0|0|07798011830503|ACIDO URSODESOXICOLICO 250 MG / 5 ML |[['ACIDO URSODESOXICOLICO', '250', 'MG / 5 ML']]
44918|LABORATORIO LKM S.A.|ONCOCARBIL 200|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 200 MG |$75,084.00|0|0|0|0|0|0|0|07795367000789|DACARBAZINA 200 MG |[['DACARBAZINA', '200', 'MG']]
53173|LABORATORIO LKM S.A.|PLUSABCIR|SOLUCION ORAL|1 FRASCO por 240 ML |$89,338.00|0|0|0|0|0|0|0|07795367550857|ABACAVIR SULFATO 23.45 MG/ML |[['ABACAVIR SULFATO', '23.45', 'MG/ML']]
46514|LABORATORIO LKM S.A.|SALOFALK|SUPOSITORIO| BLISTER por 30 UNIDADES |$97,111.10|0|0|0|0|0|0|0|07798011830527|MESALAZINA 1 G |[['MESALAZINA', '1', 'G']]
40984|LABORATORIO LKM S.A.|ONDANSETRON LKM 8|COMPRIMIDO| BLISTER por 10 UNIDADES |$97,468.00|0|0|0|0|0|0|0|07795367000659|ONDANSETRON 8 MG |[['ONDANSETRON', '8', 'MG']]
46514|LABORATORIO LKM S.A.|SALOFALK|ESPUMA RECTAL|1 AEROSOL por 30 G |$116,790.00|0|0|0|0|0|0|0|07798011830367|MESALAZINA 1 G |[['MESALAZINA', '1', 'G']]
46514|LABORATORIO LKM S.A.|SALOFALK|COMPRIMIDO CON CUBIERTA ENTERICA| BLISTER por 100 UNIDADES |$122,156.30|0|0|0|0|0|0|0|07798011830282|MESALAZINA 500 MG |[['MESALAZINA', '500', 'MG']]
49668|LABORATORIO LKM S.A.|BUDENOFALK|ESPUMA RECTAL| AEROSOL por 1 UNIDAD CON ESPUMA RECTAL + 14 CÁNULAS DE APLICACIÓN|$128,222.10|0|0|0|0|0|0|0|07798011830398|BUDESONIDA 2 MG |[['BUDESONIDA', '2', 'MG']]
58956|LABORATORIO LKM S.A.|AKYNZEO|CAPSULA DURA| BLISTER por 1 UNIDAD |$131,859.00|0|0|0|0|0|0|0|07798299850187|PALONOSETRON BASE (COMO CLORHIDRATO) 0.5 MG + NETUPITANT 300 MG |[['PALONOSETRON BASE (COMO CLORHIDRATO)', '0.5', 'MG'], ['NETUPITANT', '300', 'MG']]
58956|LABORATORIO LKM S.A.|AKYNZEO|CAPSULA DURA| BLISTER por 1 UNIDAD |$131,859.00|0|0|0|0|0|0|0|07795367552301|PALONOSETRON BASE (COMO CLORHIDRATO) 0.5 MG + NETUPITANT 300 MG |[['PALONOSETRON BASE (COMO CLORHIDRATO)', '0.5', 'MG'], ['NETUPITANT', '300', 'MG']]
49174|LABORATORIO LKM S.A.|IDARRUBICINA DOSA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 10 MG |$136,846.00|0|0|0|0|0|0|0|07795367551069|IDARUBICINA CLORHIDRATO 10 MG |[['IDARUBICINA CLORHIDRATO', '10', 'MG']]
46514|LABORATORIO LKM S.A.|SALOFALK GRANULOS|GRANULO DE LIBERACION PROLONGADA GASTRORRESISTENTE| SOBRE por 30 UNIDADES |$141,801.00|0|0|0|0|0|0|0|07798011832651|MESALAZINA 1.5 G |[['MESALAZINA', '1.5', 'G']]
41357|LABORATORIO LKM S.A.|CARBOPLATINO LKM 150|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 150 MG |$143,570.00|0|0|0|0|0|0|0|07795367000215|CARBOPLATINO 150 MG |[['CARBOPLATINO', '150', 'MG']]
45330|LABORATORIO LKM S.A.|HIDROXIUREA LKM 500|CAPSULA| ENVASE por 100 UNIDADES |$146,358.00|0|0|0|0|0|0|0|07795367001373|HIDROXIUREA 500 MG |[['HIDROXIUREA', '500', 'MG']]
58945|LABORATORIO LKM S.A.|FYCOMPA|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$160,987.40|0|0|0|0|0|0|0|07795367548700|PERAMPANEL 4 MG |[['PERAMPANEL', '4', 'MG']]
58945|LABORATORIO LKM S.A.|FYCOMPA|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$160,987.40|0|0|0|0|0|0|0|07795367548687|PERAMPANEL 2 MG |[['PERAMPANEL', '2', 'MG']]
39740|LABORATORIO LKM S.A.|MITOMICINA LKM 20|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 20 MG \n|$168,425.00|0|0|0|0|0|0|0|07795367000109|MITOMICINA C 20 MG / FRASCO AMPOLLA |[['MITOMICINA C', '20', 'MG / FRASCO AMPOLLA']]
49870|LABORATORIO LKM S.A.|MUVIDINA|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$169,173.00|0|0|0|0|0|0|0|07795367053815|ZIDOVUDINA 300 MG + LAMIVUDINA 150 MG |[['ZIDOVUDINA', '300', 'MG'], ['LAMIVUDINA', '150', 'MG']]
53985|LABORATORIO LKM S.A.|TOCITRAP 20|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$193,288.00|0|0|0|0|0|0|0|07795367000284|TEMOZOLOMIDA 20 MG |[['TEMOZOLOMIDA', '20', 'MG']]
49668|LABORATORIO LKM S.A.|BUDENOFALK|CAPSULA CON  MICROGRANULOS GASTRORRESISTENTES| BLISTER por 100 UNIDADES |$195,944.20|0|0|0|0|0|0|0|07798011832668|BUDESONIDA 3 MG |[['BUDESONIDA', '3', 'MG']]
48019|LABORATORIO LKM S.A.|PLUSTAXANO  ANHIDRO|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 20 MG / 0.5 ML + 1 FRASCO AMPOLLA por 1,5 ML de SOLVENTE|$209,589.00|0|0|0|0|0|0|0|07795367551021|DOCETAXEL ANHIDRO 20 MG |[['DOCETAXEL ANHIDRO', '20', 'MG']]
46514|LABORATORIO LKM S.A.|SALOFALK GRANULOS|GRANULO DE LIBERACION PROLONGADA GASTRORRESISTENTE| SOBRE por 30 UNIDADES |$252,338.60|0|0|0|0|0|0|0|07798011832644|MESALAZINA 3 G |[['MESALAZINA', '3', 'G']]
41357|LABORATORIO LKM S.A.|CARBOPLATINO LKM 450|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 450 MG |$274,474.00|0|0|0|0|0|0|0|07795367001618|CARBOPLATINO 450 MG |[['CARBOPLATINO', '450', 'MG']]
59315|LABORATORIO LKM S.A.|DOLUFEVIR 50|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$274,770.00|0|0|0|0|0|0|0|07795367550499|DOLUTEGRAVIR 50 MG |[['DOLUTEGRAVIR', '50', 'MG']]
55697|LABORATORIO LKM S.A.|VIRAKAM|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$279,518.00|0|0|0|0|0|0|0|07795367000239|TENOFOVIR DISOPROXIL FUMARATO 300 MG |[['TENOFOVIR DISOPROXIL FUMARATO', '300', 'MG']]
56865|LABORATORIO LKM S.A.|BENDAM 25|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 25 MG |$284,895.00|0|0|0|0|0|0|0|07795367001472|BENDAMUSTINA CLORHIDRATO 25 MG |[['BENDAMUSTINA CLORHIDRATO', '25', 'MG']]
49756|LABORATORIO LKM S.A.|SULFINAV 600|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$301,616.00|0|0|0|0|0|0|0|07795367054522|EFAVIRENZ 600 MG |[['EFAVIRENZ', '600', 'MG']]
45652|LABORATORIO LKM S.A.|GESTREDOS 1000|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$354,130.00|0|0|0|0|0|0|0|07795367055277|GEMCITABINA (COMO CLORHIDRATO) 1000 MG / FRASCO AMPOLLA |[['GEMCITABINA (COMO CLORHIDRATO)', '1000', 'MG / FRASCO AMPOLLA']]
55007|LABORATORIO LKM S.A.|TENEIR 0.5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$354,137.00|0|0|0|0|0|0|0|07795367550048|ENTECAVIR 0.5 MG |[['ENTECAVIR', '0.5', 'MG']]
46873|LABORATORIO LKM S.A.|ITOXARIL 100|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 100 MG/5 ML |$354,450.00|0|0|0|0|0|0|0|07795367001601|IRINOTECAN CLORHIDRATO TRIHIDRATO 100 MG / 5 ML |[['IRINOTECAN CLORHIDRATO TRIHIDRATO', '100', 'MG / 5 ML']]
56874|LABORATORIO LKM S.A.|MUVIDINA PLUS|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$355,063.00|0|0|0|0|0|0| (no venta al público)|07795367001069|ZIDOVUDINA 300 MG + NEVIRAPINA 200 MG + LAMIVUDINA 150 MG |[['ZIDOVUDINA', '300', 'MG'], ['NEVIRAPINA', '200', 'MG'], ['LAMIVUDINA', '150', 'MG']]
56870|LABORATORIO LKM S.A.|TELAVIR|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$357,151.00|0|0|0|0|0|0|0|07795367001038|LAMIVUDINA 300 MG + TENOFOVIR DISOPROXIL FUMARATO 300 MG |[['LAMIVUDINA', '300', 'MG'], ['TENOFOVIR DISOPROXIL FUMARATO', '300', 'MG']]
44810|LABORATORIO LKM S.A.|TAXOCRIS 100|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 16.7 ML |$376,690.00|0|0|0|0|0|0|0|07795367001694|PACLITAXEL 100 MG |[['PACLITAXEL', '100', 'MG']]
56026|LABORATORIO LKM S.A.|DOXPLAX|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 10 ML |$407,394.00|0|0|0|0|0|0|0|07795367000352|CLORHIDRATO DE DOXORUBICINA LIPOSOMAL PEGILADO 20 MG / 10 ML |[['CLORHIDRATO DE DOXORUBICINA LIPOSOMAL PEGILADO', '20', 'MG / 10 ML']]
53948|LABORATORIO LKM S.A.|LEPRID 7.5|INYECTABLE LIOFILIZADO|1 FRASCO AMPOLLA por 7.5 MG + 1 AMPOLLA DE SOLVENTE (2 ML) + 1 JERINGA DESCARTABLE DE 2.5 ML + 2 AGUJAS DESCARTABLES 21G x 1 ½|$428,090.00|0|0|0|0|0|0|0|07795367553216|LEUPROLIDA ACETATO 7.5 MG |[['LEUPROLIDA ACETATO', '7.5', 'MG']]
56417|LABORATORIO LKM S.A.|PROFELVIR|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$437,319.00|0|0|0|0|0|0|0|07795367000376|ABACAVIR 600 MG + LAMIVUDINA 300 MG |[['ABACAVIR', '600', 'MG'], ['LAMIVUDINA', '300', 'MG']]
58804|LABORATORIO LKM S.A.|CRESEMBA|POLVO PARA CONCENTRADO PARA SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 200 MG ISAVUCONAZOL|$458,304.90|0|0|0|0|0|0|0|07798011832620|ISAVUCONAZOL 200 MG |[['ISAVUCONAZOL', '200', 'MG']]
46884|LABORATORIO LKM S.A.|CRISAPLA 100|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$486,904.00|0|0|0|0|0|0|0|07795367546836|OXALIPLATINO 100 MG / FRASCO AMPOLLA |[['OXALIPLATINO', '100', 'MG / FRASCO AMPOLLA']]
58308|LABORATORIO LKM S.A.|TEFALA|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$627,500.00|0|0|0|0|0|0|0|07795367010030|LAMIVUDINA 300 MG + EFAVIRENZ 600 MG + TENOFOVIR DISOPROXIL FUMARATO 300 MG |[['LAMIVUDINA', '300', 'MG'], ['EFAVIRENZ', '600', 'MG'], ['TENOFOVIR DISOPROXIL FUMARATO', '300', 'MG']]
57029|LABORATORIO LKM S.A.|OLVESTRAN 250|SOLUCION INYECTABLE|1 JERINGA PRELLENADA por 250 MG |$645,883.00|0|0|0|0|0|0|0|07795367001748|FULVESTRANT 250 MG |[['FULVESTRANT', '250', 'MG']]
47598|LABORATORIO LKM S.A.|DOLECTRAN 80|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 2 ML + 1 FRASCO AMPOLLA DILUYENTE por 6 ML|$651,815.00|0|0|0|0|0|0|0|07795367053976|DOCETAXEL ANHIDRO 80 MG / 2 ML |[['DOCETAXEL ANHIDRO', '80', 'MG / 2 ML']]
58975|LABORATORIO LKM S.A.|HALAVEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 2 ML |$662,595.40|0|0|0|0|0|0|0|07795367548786|ERIBULINA 0.44 MG / ML |[['ERIBULINA', '0.44', 'MG / ML']]
50943|LABORATORIO LKM S.A.|CAPEBINA 500|COMPRIMIDO RECUBIERTO|1 FRASCO por 120 UNIDADES |$724,373.00|0|0|0|0|0|0|0|07795367054102|CAPECITABINA 500 MG |[['CAPECITABINA', '500', 'MG']]
48019|LABORATORIO LKM S.A.|PLUSTAXANO  ANHIDRO|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 80 MG / 2 ML + 1 FRASCO AMPOLLA por 6 ML de SOLVENTE|$755,905.00|0|0|0|0|0|0|0|07795367551038|DOCETAXEL ANHIDRO 80 MG |[['DOCETAXEL ANHIDRO', '80', 'MG']]
53985|LABORATORIO LKM S.A.|TOCITRAP 100|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$817,976.00|0|0|0|0|0|0|0|07795367055215|TEMOZOLOMIDA 100 MG |[['TEMOZOLOMIDA', '100', 'MG']]
53985|LABORATORIO LKM S.A.|TOCITRAP 140|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$933,281.00|0|0|0|0|0|0|0|07795367000260|TEMOZOLOMIDA 140 MG |[['TEMOZOLOMIDA', '140', 'MG']]
57264|LABORATORIO LKM S.A.|VOZYNIB|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$980,026.00|0|0|0|0|0|0|0|07795367550451|PAZOPANIB 200 MG |[['PAZOPANIB', '200', 'MG']]
58079|LABORATORIO LKM S.A.|PROREN 12.5|CAPSULA DURA| BLISTER por 28 UNIDADES |$1,061,581.00|0|0|0|0|0|0|0|07795367009928|SUNITINIB 12.5 MG |[['SUNITINIB', '12.5', 'MG']]
58804|LABORATORIO LKM S.A.|CRESEMBA|CAPSULA DURA| BLISTER por 14 UNIDADES |$1,064,070.40|0|0|0|0|0|0|0|07798011832637|ISAVUCONAZOL 100 MG |[['ISAVUCONAZOL', '100', 'MG']]
57357|LABORATORIO LKM S.A.|RESISVIR 600|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$1,114,289.00|0|0|0|0|0|0|0|07795367003544|DARUNAVIR ETANOLATO 650.46 MG |[['DARUNAVIR ETANOLATO', '650.46', 'MG']]
57357|LABORATORIO LKM S.A.|RESISVIR 600|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES - (LICITACIÓN)|$1,114,289.00|0|0|0|0|0|0| (no venta al público)|07795367005920|DARUNAVIR ETANOLATO 650.46 MG |[['DARUNAVIR ETANOLATO', '650.46', 'MG']]
44810|LABORATORIO LKM S.A.|TAXOCRIS 300|INYECTABLE PARA PERFUSION|1 FRASCO AMPOLLA por 50 ML y 1 Set de infusión|$1,187,658.00|0|0|0|0|0|0|0|07795367001816|PACLITAXEL 300 MG |[['PACLITAXEL', '300', 'MG']]
56865|LABORATORIO LKM S.A.|BENDAM 100|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$1,254,553.00|0|0|0|0|0|0|0|07795367001571|BENDAMUSTINA CLORHIDRATO 100 MG |[['BENDAMUSTINA CLORHIDRATO', '100', 'MG']]
53985|LABORATORIO LKM S.A.|TOCITRAP 100|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$1,262,748.00|0|0|0|0|0|0|0|07795367000291|TEMOZOLOMIDA 100 MG |[['TEMOZOLOMIDA', '100', 'MG']]
58887|LABORATORIO LKM S.A.|TIXIREN |COMPRIMIDO RECUBIERTO| BLISTER por 56 UNIDADES |$1,335,670.00|0|0|0|0|0|0|0|07795367549585|AXITINIB 1 MG |[['AXITINIB', '1', 'MG']]
55633|LABORATORIO LKM S.A.|TOLISCRIN 1|POLVO ESTERIL PARA RECONSTITUIR |30 FRASCO AMPOLLA por 1000000 UI + 30 AMPOLLA CON DILUYENTE por 2 ML|$1,382,936.00|0|0|0|0|0|0|0|07795367549912|COLISTIMETATO SODICO 1000000 UI |[['COLISTIMETATO SODICO', '1000000', 'UI']]
55633|LABORATORIO LKM S.A.|TOLISCRIN 1|POLVO ESTERIL PARA RECONSTITUIR |$1,382,936.00|0|0|0|0|0|0|0|07795367550871|55633|COLISTIMETATO SODICO 1000000 UI |[['COLISTIMETATO SODICO', '1000000', 'UI']]
LABORATORIO LKM S.A.|TOLISCRIN 2|POLVO ESTERIL PARA RECONSTITUIR |30 FRASCO AMPOLLA por 2000000 UI + 30 AMPOLLA CON DILUYENTE por 2 ML|$1,439,933.00|0|0|0|0|0|0|0|07795367549929|55633|COLISTIMETATO SODICO 2000000 UI |[['COLISTIMETATO SODICO', '2000000', 'UI']]
LABORATORIO LKM S.A.|TOLISCRIN 2|POLVO ESTERIL PARA RECONSTITUIR |$1,439,933.00|0|0|0|0|0|0|0|07795367550888|53985|LABORATORIO LKM S.A.|COLISTIMETATO SODICO 2000000 UI |[['COLISTIMETATO SODICO', '2000000', 'UI']]
TOCITRAP 140|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$1,548,229.00|0|0|0|0|0|0|0|07795367000307|58224|LABORATORIO LKM S.A.|TEMOZOLOMIDA 140 MG |[['TEMOZOLOMIDA', '140', 'MG']]
NEWAY |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$1,769,203.00|0|0|0|0|0|0|0|07795367549875|53985|LABORATORIO LKM S.A.|AMBRISENTAN 5 MG |[['AMBRISENTAN', '5', 'MG']]
TOCITRAP 250|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$1,856,644.00|0|0|0|0|0|0|0|07795367055222|57029|LABORATORIO LKM S.A.|TEMOZOLOMIDA 250 MG |[['TEMOZOLOMIDA', '250', 'MG']]
OLVESTRAN 250|SOLUCION INYECTABLE|2 JERINGA PRELLENADA por 250 MG |$1,952,596.00|0|0|0|0|0|0|0|07795367001755|57264|LABORATORIO LKM S.A.|FULVESTRANT 250 MG |[['FULVESTRANT', '250', 'MG']]
VOZYNIB|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$2,054,851.00|0|0|0|0|0|0|0|07795367550468|58079|LABORATORIO LKM S.A.|PAZOPANIB 400 MG |[['PAZOPANIB', '400', 'MG']]
PROREN 25|CAPSULA DURA| BLISTER por 28 UNIDADES |$2,153,018.00|0|0|0|0|0|0|0|07795367009942|55281|LABORATORIO LKM S.A.|SUNITINIB 25 MG |[['SUNITINIB', '25', 'MG']]
MIELOZITIDINA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$2,255,916.00|0|0|0|0|0|0|0|07795367546959|AZACITIDINA 100 MG / FRASCO AMPOLLA |[['AZACITIDINA', '100', 'MG / FRASCO AMPOLLA']]
57744|LABORATORIO LKM S.A.|BOZOB|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3.5 MG |$2,329,579.00|0|0|0|0|0|0|0|07795367008785|BORTEZOMIB 3.5 MG |[['BORTEZOMIB', '3.5', 'MG']]
57464|LABORATORIO LKM S.A.|GYSATY|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3.5 MG + 1 FRASCO AMPOLLA CON SOLVENTE|$2,340,923.00|0|0|0|0|0|0|0|07795367550123|BORTEZOMIB 3.5 MG |[['BORTEZOMIB', '3.5', 'MG']]
57464|LABORATORIO LKM S.A.|GYSATY|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3.5 MG + 1 FRASCO AMPOLLA CON SOLVENTE DE RECONSTITUCIÓN + 2 JERINGAS POR 3 ML DESCARTABLES + 2 AGUJAS HIPODÉRMICAS 0,30 x 13 MM|$2,340,923.00|0|0|0|0|0|0|0|07795367551304|BORTEZOMIB 3.5 MG |[['BORTEZOMIB', '3.5', 'MG']]
58224|LABORATORIO LKM S.A.|NEWAY |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,474,604.00|0|0|0|0|0|0|0|07795367549868|AMBRISENTAN 10 MG |[['AMBRISENTAN', '10', 'MG']]
54984|LABORATORIO LKM S.A.|ENZASTAR 500|INYECTABLE LIOFILIZADO|1 FRASCO AMPOLLA por 500 MG DE PEMETREXED|$2,535,621.00|0|0|0|0|0|0|0|07795367002301|PEMETREXED 500 MG |[['PEMETREXED', '500', 'MG']]
54891|LABORATORIO LKM S.A.|DETAVI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$2,592,717.00|0|0|0|0|0|0|0|07795367550864|DECITABINA 50 MG |[['DECITABINA', '50', 'MG']]
55633|LABORATORIO LKM S.A.|TOLISCRIN DPI|CAPSULA CON POLVO PARA INHALAR| BLISTER por 60 UNIDADES + DISPOSITIVO INHALADOR|$2,684,734.00|0|0|0|0|0|0|0|07795367549998|COLISTIMETATO SODICO 1662500 UI |[['COLISTIMETATO SODICO', '1662500', 'UI']]
56695|LABORATORIO LKM S.A.|FIBRIDONER|COMPRIMIDO RECUBIERTO| BLISTER por 200 UNIDADES |$2,990,702.00|0|0|0|0|0|0|0|07795367549844|PIRFENIDONA 200 MG |[['PIRFENIDONA', '200', 'MG']]
57148|LABORATORIO LKM S.A.|ZYVALIX PLUS|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$3,052,000.00|0|0|0|0|0|0|0|07795367552196|ABIRATERONA ACETATO 500 MG |[['ABIRATERONA ACETATO', '500', 'MG']]
53657|LABORATORIO LKM S.A.|TIMAB 400|COMPRIMIDO RECUBIERTO|1 BLISTER por 30 UNIDADES |$3,251,193.00|0|0|0|0|0|0|0|07795367054850|IMATINIB 400 MG |[['IMATINIB', '400', 'MG']]
57821|LABORATORIO LKM S.A.|TIRLEB 150|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,289,930.00|0|0|0|0|0|0|0|07795367009249|ERLOTINIB 150 MG |[['ERLOTINIB', '150', 'MG']]
57007|LABORATORIO LKM S.A.|REMBRE|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$3,385,429.00|0|0|0|0|0|0|0|07795367001397|DASATINIB 100 MG |[['DASATINIB', '100', 'MG']]
57007|LABORATORIO LKM S.A.|REMBRE|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$3,385,505.00|0|0|0|0|0|0|0|07795367001328|DASATINIB 50 MG |[['DASATINIB', '50', 'MG']]
57007|LABORATORIO LKM S.A.|REMBRE|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$3,490,193.00|0|0|0|0|0|0|0|07795367001342|DASATINIB 70 MG |[['DASATINIB', '70', 'MG']]
